deformability,area,area_ratio,circularity,convex_hull_area,mask_x_length,mask_y_length,min_x,min_y,max_x,max_y,mean_brightness,brightness_std,perimeter,aspect_ratio,convex_hull_perimeter,cell_id,image_name,is_cropped
0.86737387065784,9693,0.12761786856494378,0.13262612934215998,1237,22,512,74,0,96,512,68.3125,33.710567241593544,1096.2670273047588,0.04296875,940.0710678118655,0,image.1584_with_target,False
-0.401247804099482,5,1.0,1.401247804099482,5,3,3,65,482,68,485,102.98814229249012,7.316926185351828,5.656854249492381,1.0,5.656854249492381,1,image.1584_with_target,False
-1.3447360499173753,19,0.7368421052631579,2.3447360499173753,14,7,9,60,486,67,495,102.984375,7.156164710190438,8.485281374238571,0.7777777777777778,5.656854249492381,2,image.1584_with_target,False
-0.401247804099482,5,1.0,1.401247804099482,5,3,3,55,461,58,464,102.84189723320158,6.952599505132383,5.656854249492381,1.0,5.656854249492381,3,image.1584_with_target,False
-0.30948203685458964,8,1.0,1.3094820368545896,8,4,3,54,496,58,499,103.172,6.898580723598152,7.65685424949238,1.3333333333333333,7.65685424949238,4,image.1584_with_target,False
-0.30948203685458964,8,1.0,1.3094820368545896,8,4,3,50,459,54,462,103.376,7.216829220648082,7.65685424949238,1.3333333333333333,7.65685424949238,5,image.1584_with_target,False
-0.30948203685458964,8,1.0,1.3094820368545896,8,4,3,48,498,52,501,103.124,6.5498567923276,7.65685424949238,1.3333333333333333,7.65685424949238,6,image.1584_with_target,False
0.21380187151881058,54,1.0555555555555556,0.7861981284811894,57,19,11,30,458,49,469,104.12941176470588,7.728919314601901,36.627416997969526,1.7272727272727273,34.04163056034261,7,image.1584_with_target,False
0.8591032670871367,9515,0.06694692590646348,0.1408967329128633,637,22,512,0,0,22,512,68.28571428571429,42.3484894396852,1070.6690475583123,0.04296875,635.0,8,image.1584_with_target,False
0.8756777162013856,9757,0.09767346520446858,0.12432228379861447,953,23,512,73,0,96,512,69.0546875,33.93590203276382,1093.2964645562815,0.044921875,880.2426406871193,0,image.2375_with_target,False
0.636461423864854,10929,1.058285296001464,0.363538576135146,11566,64,512,0,0,64,512,61.976190476190474,30.350456780044837,1166.066017177982,0.125,1048.6873375215416,1,image.2375_with_target,False
0.8757272186925398,9762,0.09977463634501127,0.12427278130746026,974,23,512,73,0,96,512,68.91796875,33.71452286662268,1093.0538238691624,0.044921875,890.2426406871193,0,image.1081_with_target,False
0.853059709905633,9502,0.06167122711008209,0.14694029009436702,586,22,512,0,0,22,512,67.80314960629921,42.000007380966494,1067.3553390593274,0.04296875,584.0,1,image.1081_with_target,False
0.8743934579454936,9766,0.09758345279541265,0.12560654205450641,953,23,512,73,0,96,512,68.42745098039215,33.817758871207396,1096.6101730552666,0.044921875,871.2426406871193,0,image.0401_with_target,False
